type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	39.007788548	126.250185914	149.0			
T	39.007787795	126.250127786	148.1			
T	39.007787024	126.250069629	147.3			
T	39.007786086	126.250011564	146.4			
T	39.007785146	126.249953433	146.2			
T	39.007784206	126.249895237	146.2			
T	39.007783365	126.249843449	146.1			
T	39.007782430	126.249785135	146.1			
T	39.007781484	126.249726750	146.1			
T	39.007780540	126.249668301	145.7			
T	39.007779594	126.249609786	145.2			
T	39.007778647	126.249551205	144.8			
T	39.007778030	126.249498936	144.4			
T	39.007777651	126.249439929	144.0			
T	39.007777236	126.249380909	143.8			
T	39.007776659	126.249321938	143.6			
T	39.007776081	126.249262927	143.4			
T	39.007775567	126.249210438	143.2			
T	39.007774989	126.249151352	142.8			
T	39.007774403	126.249092221	142.0			
T	39.007773828	126.249033052	141.1			
T	39.007773247	126.248973842	140.3			
T	39.007772667	126.248914592	139.4			
T	39.007772151	126.248861891	138.8			
T	39.007772028	126.248802488	138.4			
T	39.007772421	126.248742998	138.0			
T	39.007772687	126.248683552	137.5			
T	39.007772687	126.248624143	137.1			
T	39.007772687	126.248571334	137.0			
T	39.007772687	126.248511925	137.0			
T	39.007772687	126.248452515	137.0			
T	39.007772689	126.248393107	137.0			
T	39.007772686	126.248333698	136.9			
T	39.007772686	126.248274287	137.8			
T	39.007772686	126.248221479	138.5			
T	39.007772686	126.248162068	139.4			
T	39.007773961	126.248102961	140.3			
T	39.007775773	126.248044088	141.1			
T	39.007776841	126.247985116	142.0			
T	39.007777200	126.247932558	142.8			
T	39.007777605	126.247873459	143.6			
T	39.007778009	126.247814388	144.5			
T	39.007778413	126.247755345	145.5			
T	39.007778820	126.247696331	146.8			
T	39.007779223	126.247637344	148.1			
T	39.007779581	126.247584933	149.3			
T	39.007779984	126.247525999	150.6			
T	39.007780387	126.247467092	151.3			
T	39.007781581	126.247408730	151.5			
T	39.007782790	126.247350462	151.8			
T	39.007782669	126.247297880	152.0			
T	39.007781630	126.247238041	152.2			
T	39.007780589	126.247178127	152.8			
T	39.007779549	126.247118142	153.6			
T	39.007778505	126.247058080	154.4			
T	39.007777461	126.246997944	155.2			
T	39.007776527	126.246944427	155.9			
T	39.007775480	126.246884149	155.2			
T	39.007774431	126.246823797	154.6			
T	39.007773171	126.246763155	153.9			
T	39.007770649	126.246701080	153.1			
T	39.007768398	126.246645746	152.2			
T	39.007765429	126.246582834	150.8			
T	39.007762432	126.246519682	149.4			
T	39.007759423	126.246456307	147.9			
T	39.007756408	126.246392713	146.5			
T	39.007753364	126.246328882	144.7			
T	39.007750671	126.246271958	143.0			
T	39.007747620	126.246207705	141.1			
T	39.007744559	126.246143224	139.2			
T	39.007741487	126.246078513	137.3			
T	39.007737057	126.246011628	135.4			
T	39.007732342	126.245944020	133.4			
T	39.007730671	126.245887439	131.8			
T	39.007728788	126.245823657	130.1			
T	39.007726900	126.245759736	128.8			
T	39.007725008	126.245695675	127.5			
T	39.007723119	126.245631478	126.1			
T	39.007721424	126.245574294	125.0			
T	39.007719519	126.245509830	124.1			
T	39.007717611	126.245445225	123.5			
T	39.007715699	126.245380479	122.8			
T	39.007713038	126.245314236	122.1			
T	39.007710273	126.245247617	121.6			
T	39.007709738	126.245191862	121.4			
T	39.007709137	126.245129097	121.2			
T	39.007708534	126.245066290	121.0			
T	39.007761298	126.250905381	158.9			
T	39.007760814	126.250847823	157.8			
T	39.007760985	126.250795828	157.0			
T	39.007760296	126.250738496	156.2			
T	39.007758473	126.250682561	155.4			
T	39.007756647	126.250626507	154.7			
T	39.007754817	126.250570333	153.9			
T	39.007752982	126.250514037	153.2			
T	39.007751350	126.250463897	152.7			
T	39.007749509	126.250407374	152.1			
T	39.007747663	126.250350730	151.4			
T	39.007745814	126.250293964	150.8			
T	39.007743961	126.250237075	150.0			
T	39.007742310	126.250186405	149.2			
T	39.007741292	126.250128492	148.4			
T	39.007740500	126.250070308	147.5			
T	39.007739535	126.250012217	146.6			
T	39.007738569	126.249954062	146.4			
T	39.007737602	126.249895841	146.4			
T	39.007736742	126.249844035	146.4			
T	39.007735769	126.249785687	146.3			
T	39.007734804	126.249727282	146.3			
T	39.007733833	126.249668808	146.0			
T	39.007732860	126.249610267	145.6			
T	39.007731887	126.249551661	145.3			
T	39.007731020	126.249499512	145.0			
T	39.007730382	126.249440589	144.7			
T	39.007729964	126.249381529	144.5			
T	39.007729370	126.249322516	144.3			
T	39.007728776	126.249263464	144.2			
T	39.007728247	126.249210938	144.0			
T	39.007727652	126.249151809	143.7			
T	39.007727057	126.249092641	142.7			
T	39.007726458	126.249033426	141.7			
T	39.007725861	126.248974175	140.6			
T	39.007725263	126.248914882	139.6			
T	39.007724732	126.248862144	139.0			
T	39.007724135	126.248802776	138.5			
T	39.007724197	126.248743278	138.0			
T	39.007724472	126.248683762	137.6			
T	39.007724472	126.248624282	137.1			
T	39.007724472	126.248571412	136.9			
T	39.007724472	126.248511932	136.8			
T	39.007724472	126.248452453	136.7			
T	39.007724475	126.248392975	136.5			
T	39.007724471	126.248333496	136.4			
T	39.007724470	126.248274015	137.2			
T	39.007724470	126.248221144	138.0			
T	39.007724470	126.248161664	138.8			
T	39.007724470	126.248102184	139.6			
T	39.007726148	126.248043149	140.4			
T	39.007727227	126.247984049	141.3			
T	39.007727597	126.247931385	142.0			
T	39.007728014	126.247872164	142.8			
T	39.007728431	126.247812972	143.6			
T	39.007728848	126.247753809	144.6			
T	39.007729266	126.247694675	145.7			
T	39.007729682	126.247635566	146.9			
T	39.007730051	126.247583049	147.9			
T	39.007730467	126.247523994	149.0			
T	39.007730882	126.247464967	149.6			
T	39.007731447	126.247406065	149.8			
T	39.007732695	126.247347658	150.0			
T	39.007732457	126.247294868	150.2			
T	39.007731384	126.247234878	150.3			
T	39.007730310	126.247174813	150.9			
T	39.007729234	126.247114674	151.6			
T	39.007728158	126.247054461	152.3			
T	39.007727080	126.246994172	153.0			
T	39.007726116	126.246940519	153.5			
T	39.007725035	126.246880088	153.0			
T	39.007723952	126.246819582	152.4			
T	39.007722868	126.246759002	151.8			
T	39.007721222	126.246697766	151.2			
T	39.007718901	126.246642320	150.4			
T	39.007715821	126.246579266	149.1			
T	39.007712730	126.246515991	147.8			
T	39.007709628	126.246452492	146.5			
T	39.007706516	126.246388768	145.2			
T	39.007703380	126.246324815	143.3			
T	39.007700604	126.246267778	141.7			
T	39.007697459	126.246203398	139.8			
T	39.007694302	126.246138787	138.0			
T	39.007691135	126.246073946	136.1			
T	39.007687956	126.246008874	134.4			
T	39.007683580	126.245941868	132.5			
T	39.007681861	126.245885238	131.0			
T	39.007679923	126.245821400	129.4			
T	39.007677981	126.245757422	128.1			
T	39.007676034	126.245693305	126.9			
T	39.007674080	126.245629046	125.6			
T	39.007672345	126.245571816	124.5			
T	39.007670386	126.245507294	123.8			
T	39.007668422	126.245442632	123.2			
T	39.007666455	126.245377828	122.5			
T	39.007664482	126.245312882	121.9			
T	39.007662410	126.245247619	121.5			
T	39.007661861	126.245191863	121.3			
T	39.007661243	126.245129099	121.0			
T	39.007660624	126.245066291	120.8			
T	39.007717342	126.250903617	160.3			
T	39.007716055	126.250847158	159.3			
T	39.007715885	126.250795628	158.4			
T	39.007715172	126.250738310	157.6			
T	39.007713301	126.250682379	156.8			
T	39.007711427	126.250626330	156.0			
T	39.007709549	126.250570160	155.2			
T	39.007707666	126.250513870	154.5			
T	39.007705989	126.250463732	153.8			
T	39.007704100	126.250407215	153.1			
T	39.007702206	126.250350575	152.4			
T	39.007700308	126.250293814	151.6			
T	39.007698406	126.250236930	150.8			
T	39.007696712	126.250186264	149.9			
T	39.007694801	126.250129148	149.0			
T	39.007693935	126.250070987	148.1			
T	39.007692944	126.250012872	147.1			
T	39.007691952	126.249954691	146.9			
T	39.007690958	126.249896445	146.8			
T	39.007690074	126.249844617	146.8			
T	39.007689078	126.249786248	146.7			
T	39.007688083	126.249727814	146.7			
T	39.007687085	126.249669314	146.4			
T	39.007686086	126.249610749	146.1			
T	39.007685086	126.249552118	145.9			
T	39.007684196	126.249499945	145.6			
T	39.007683194	126.249441190	145.4			
T	39.007682625	126.249382150	145.2			
T	39.007682015	126.249323096	145.1			
T	39.007681404	126.249264001	145.0			
T	39.007680860	126.249211439	144.8			
T	39.007680248	126.249152268	144.5			
T	39.007679636	126.249093056	143.3			
T	39.007679020	126.249033801	142.2			
T	39.007678406	126.248974508	141.0			
T	39.007677793	126.248915174	139.9			
T	39.007677247	126.248862398	139.1			
T	39.007676632	126.248802987	138.6			
T	39.007676017	126.248743535	138.1			
T	39.007676143	126.248683972	137.6			
T	39.007676143	126.248624422	137.1			
T	39.007676143	126.248571490	136.8			
T	39.007676143	126.248511940	136.6			
T	39.007676143	126.248452391	136.4			
T	39.007676143	126.248392841	136.1			
T	39.007676141	126.248333293	135.9			
T	39.007676141	126.248273743	136.7			
T	39.007676141	126.248220810	137.4			
T	39.007676141	126.248161259	138.2			
T	39.007676140	126.248101709	138.9			
T	39.007676324	126.248042206	139.7			
T	39.007677407	126.247982978	140.5			
T	39.007677790	126.247930205	141.2			
T	39.007678219	126.247870864	142.0			
T	39.007678649	126.247811550	142.8			
T	39.007679079	126.247752265	143.6			
T	39.007679509	126.247693011	144.6			
T	39.007679937	126.247633782	145.6			
T	39.007680318	126.247581157	146.5			
T	39.007680746	126.247521982	147.5			
T	39.007681175	126.247462834	148.0			
T	39.007681603	126.247403716	148.1			
T	39.007682357	126.247344839	148.3			
T	39.007681994	126.247291842	148.4			
T	39.007680887	126.247231699	148.5			
T	39.007679779	126.247171481	149.0			
T	39.007678669	126.247111190	149.6			
T	39.007677558	126.247050823	150.2			
T	39.007676445	126.246990381	150.8			
T	39.007675452	126.246936591	151.2			
T	39.007674336	126.246876006	150.7			
T	39.007673219	126.246815346	150.2			
T	39.007672101	126.246754611	149.8			
T	39.007670981	126.246693799	149.3			
T	39.007669201	126.246638862	148.6			
T	39.007666028	126.246575686	147.4			
T	39.007662843	126.246512286	146.2			
T	39.007659648	126.246448662	145.0			
T	39.007656440	126.246384812	143.8			
T	39.007653222	126.246320735	142.0			
T	39.007650349	126.246263582	140.4			
T	39.007647108	126.246199073	138.6			
T	39.007643919	126.246134422	136.7			
T	39.007640910	126.246069794	135.0			
T	39.007637890	126.246004952	133.3			
T	39.007635282	126.245940477	131.6			
T	39.007633612	126.245883952	130.2			
T	39.007631729	126.245820238	128.7			
T	39.007629842	126.245756393	127.5			
T	39.007627951	126.245692418	126.3			
T	39.007626057	126.245628310	125.2			
T	39.007624365	126.245571211	124.2			
T	39.007622463	126.245506855	123.5			
T	39.007620557	126.245442366	122.9			
T	39.007618647	126.245377744	122.3			
T	39.007616733	126.245312988	121.7			
T	39.007615320	126.245248979	121.3			
T	39.007614799	126.245193324	121.1			
T	39.007614182	126.245130618	120.9			
T	39.007613564	126.245067870	120.7			
T	39.007673450	126.250901856	161.8			
T	39.007672132	126.250845437	160.7			
T	39.007670959	126.250795218	159.9			
T	39.007670055	126.250738124	159.0			
T	39.007668137	126.250682198	158.2			
T	39.007666214	126.250626153	157.3			
T	39.007664288	126.250569988	156.5			
T	39.007662357	126.250513702	155.7			
T	39.007660638	126.250463569	155.0			
T	39.007658700	126.250407055	154.1			
T	39.007656757	126.250350420	153.3			
T	39.007654810	126.250293663	152.5			
T	39.007652859	126.250236784	151.5			
T	39.007651121	126.250186122	150.7			
T	39.007649162	126.250129011	149.7			
T	39.007647330	126.250071667	148.7			
T	39.007646312	126.250013526	147.7			
T	39.007645293	126.249955321	147.4			
T	39.007644303	126.249897025	147.3			
T	39.007643468	126.249845122	147.2			
T	39.007642527	126.249786675	147.1			
T	39.007641586	126.249728165	147.0			
T	39.007640643	126.249669597	146.8			
T	39.007639699	126.249610968	146.6			
T	39.007638754	126.249552278	146.4			
T	39.007637914	126.249500059	146.2			
T	39.007636967	126.249441254	146.0			
T	39.007636137	126.249382334	145.9			
T	39.007635582	126.249323234	145.8			
T	39.007635016	126.249264103	145.7			
T	39.007634513	126.249211511	145.7			
T	39.007633947	126.249152312	145.3			
T	39.007633380	126.249093076	144.0			
T	39.007632815	126.249033803	142.7			
T	39.007632247	126.248974495	141.4			
T	39.007631679	126.248915150	140.1			
T	39.007631174	126.248862368	139.3			
T	39.007630606	126.248802954	138.7			
T	39.007630037	126.248743503	138.2			
T	39.007629453	126.248684016	137.7			
T	39.007629453	126.248624452	137.1			
T	39.007629453	126.248571507	136.8			
T	39.007629454	126.248511943	136.4			
T	39.007629453	126.248452380	136.1			
T	39.007629454	126.248392816	135.7			
T	39.007629452	126.248333251	135.4			
T	39.007629452	126.248273688	136.1			
T	39.007629451	126.248220744	136.8			
T	39.007629451	126.248161181	137.5			
T	39.007629451	126.248101619	138.3			
T	39.007629451	126.248042056	139.0			
T	39.007629012	126.247982367	139.8			
T	39.007629369	126.247929521	140.4			
T	39.007629769	126.247870094	141.2			
T	39.007630170	126.247810693	141.9			
T	39.007630570	126.247751318	142.7			
T	39.007630970	126.247691969	143.6			
T	39.007631370	126.247632644	144.4			
T	39.007631725	126.247579934	145.1			
T	39.007632124	126.247520660	146.0			
T	39.007632523	126.247461411	146.4			
T	39.007632923	126.247402188	146.5			
T	39.007633321	126.247342990	146.6			
T	39.007632402	126.247289547	146.7			
T	39.007631357	126.247229355	146.7			
T	39.007630311	126.247169094	147.2			
T	39.007629264	126.247108764	147.6			
T	39.007628216	126.247048366	148.1			
T	39.007627166	126.246987899	148.6			
T	39.007626235	126.246934090	148.9			
T	39.007625183	126.246873493	148.5			
T	39.007624130	126.246812828	148.2			
T	39.007623076	126.246752092	147.8			
T	39.007622020	126.246691288	147.5			
T	39.007620998	126.246637093	146.9			
T	39.007618307	126.246574450	145.8			
T	39.007615291	126.246511281	144.8			
T	39.007612265	126.246447906	143.7			
T	39.007609229	126.246384323	142.6			
T	39.007606183	126.246320532	140.9			
T	39.007603467	126.246263655	139.3			
T	39.007600402	126.246199469	137.5			
T	39.007597327	126.246135073	135.7			
T	39.007594242	126.246070463	134.1			
T	39.007591147	126.246005640	132.4			
T	39.007588545	126.245941276	130.9			
T	39.007587403	126.245885575	129.5			
T	39.007585474	126.245821902	128.0			
T	39.007583542	126.245758099	127.0			
T	39.007581604	126.245694165	125.9			
T	39.007579664	126.245630099	124.8			
T	39.007577931	126.245573037	123.8			
T	39.007575983	126.245508723	123.2			
T	39.007574030	126.245444276	122.6			
T	39.007572073	126.245379696	122.1			
T	39.007570112	126.245314983	121.6			
T	39.007568616	126.245250934	121.2			
T	39.007568241	126.245195587	121.0			
T	39.007567617	126.245132939	120.7			
T	39.007566984	126.245070235	120.5			
T	39.007634654	126.250900076	163.1			
T	39.007633331	126.250843671	161.9			
T	39.007632153	126.250793464	161.1			
T	39.007630574	126.250737210	160.2			
T	39.007628696	126.250681210	159.3			
T	39.007626814	126.250625095	158.5			
T	39.007624928	126.250568865	157.6			
T	39.007623039	126.250512520	156.7			
T	39.007621356	126.250462338	155.9			
T	39.007619461	126.250405774	155.0			
T	39.007617560	126.250349093	154.1			
T	39.007615655	126.250292295	153.2			
T	39.007613746	126.250235381	152.2			
T	39.007612046	126.250184692	151.2			
T	39.007610130	126.250127555	150.2			
T	39.007608433	126.250070116	149.1			
T	39.007608060	126.250011489	148.0			
T	39.007607104	126.249953297	147.7			
T	39.007606146	126.249895045	147.6			
T	39.007605295	126.249843215	147.5			
T	39.007604336	126.249784850	147.4			
T	39.007603379	126.249726424	147.3			
T	39.007602415	126.249667937	147.1			
T	39.007601452	126.249609391	147.0			
T	39.007600489	126.249550784	146.8			
T	39.007599632	126.249498639	146.7			
T	39.007598667	126.249439917	146.6			
T	39.007597835	126.249381068	146.5			
T	39.007597636	126.249321897	146.4			
T	39.007597059	126.249262863	146.4			
T	39.007596547	126.249210358	146.3			
T	39.007595970	126.249151254	145.9			
T	39.007595392	126.249092114	144.5			
T	39.007594817	126.249032938	143.1			
T	39.007594239	126.248973727	141.7			
T	39.007593660	126.248914479	140.3			
T	39.007593145	126.248861784	139.4			
T	39.007592566	126.248802467	138.8			
T	39.007591986	126.248743113	138.3			
T	39.007591340	126.248683725	137.7			
T	39.007590891	126.248624289	137.1			
T	39.007590891	126.248571416	136.7			
T	39.007590891	126.248511934	136.3			
T	39.007590891	126.248452452	135.8			
T	39.007590891	126.248392970	135.4			
T	39.007590894	126.248333489	135.0			
T	39.007590890	126.248274006	135.7			
T	39.007590890	126.248221134	136.3			
T	39.007590890	126.248161654	137.0			
T	39.007590890	126.248102173	137.8			
T	39.007590886	126.248042693	138.5			
T	39.007589674	126.247982872	139.2			
T	39.007589075	126.247929781	139.8			
T	39.007589484	126.247870382	140.5			
T	39.007589893	126.247811007	141.2			
T	39.007590302	126.247751659	141.9			
T	39.007590710	126.247692337	142.7			
T	39.007591119	126.247633038	143.4			
T	39.007591481	126.247580352	144.0			
T	39.007591889	126.247521104	144.7			
T	39.007592297	126.247461882	145.0			
T	39.007592705	126.247402686	145.1			
T	39.007593113	126.247343514	145.2			
